,client_id,time_step_1,time_step_2,time_step_3,time_confirm,Variation,total_time
482,2689442,18.0,6.0,118.0,43.0,Control,185.0
483,6382317,13.0,7.0,144.0,437.0,Control,601.0
484,1609177,7.0,24.0,53.0,21.0,Test,105.0
485,6292241,101.0,82.0,66.0,134.0,Test,383.0
486,9245893,10.0,7.0,52.0,80.0,Control,149.0
487,1499432,5.0,52.0,43.0,88.0,Test,188.0
488,5612493,53.0,66.0,207.0,222.0,Control,548.0
489,5487813,9.0,7.0,88.0,34.0,Test,138.0
490,9331765,28.0,60.0,27.0,558.0,Control,673.0
491,694766,11.0,6.0,28.0,64.0,Control,109.0
492,6739923,12.0,25.0,129.0,93.0,Control,259.0
493,7606773,3.0,25.0,98.0,23.0,Test,149.0
494,1901368,13.0,16.0,66.0,67.0,Control,162.0
495,5433338,26.0,15.0,142.0,164.0,Control,347.0
496,8627270,7.0,6.0,94.0,69.0,Test,176.0
497,2652105,14.0,13.0,132.0,132.0,Control,291.0
498,5528233,117.0,26.0,84.0,63.0,Test,290.0
499,4494333,9.0,43.0,53.0,27.0,Test,132.0
500,3367240,13.0,4.0,84.0,18.0,Test,119.0
501,8165838,8.0,30.0,48.0,22.0,Test,108.0
502,9626258,8.0,17.0,77.0,46.0,Test,148.0
503,2854270,6.0,29.0,111.0,23.0,Test,169.0
504,9189058,35.0,17.0,114.0,483.0,Control,649.0
505,1550778,4.0,13.0,19.0,30.0,Test,66.0
506,5291697,57.0,12.0,44.0,255.0,Test,368.0
507,4757519,8.0,20.0,170.0,158.0,Test,356.0
508,754331,31.0,20.0,52.0,46.0,Test,149.0
509,4190539,11.0,11.0,79.0,64.0,Control,165.0
510,3246449,11.0,80.0,43.0,38.0,Test,172.0
511,2387654,7.0,8.0,55.0,31.0,Test,101.0
512,3505821,56.0,32.0,79.0,322.0,Test,489.0
513,3700826,6.0,48.0,103.0,36.0,Control,193.0
514,2637815,8.0,20.0,92.0,28.0,Test,148.0
515,2905387,11.0,37.0,87.0,24.0,Test,159.0
516,7639568,12.0,18.0,523.0,31.0,Test,584.0
517,7560060,29.0,49.0,225.0,187.0,Test,490.0
518,4925950,8.0,19.0,78.0,32.0,Test,137.0
519,8370440,14.0,9.0,65.0,137.0,Test,225.0
520,5149271,17.0,6.0,56.0,82.0,Control,161.0
521,2111947,29.0,13.0,90.0,98.0,Test,230.0
522,5800745,7.0,25.0,56.0,91.0,Control,179.0
523,1939550,18.0,17.0,136.0,42.0,Control,213.0
524,3307527,23.0,25.0,107.0,85.0,Control,240.0
525,460912,166.0,40.0,75.0,1020.0,Control,1301.0
526,8402909,61.0,11.0,46.0,470.0,Control,588.0
527,4054538,574.0,45.0,27.0,125.0,Control,771.0
528,6155209,4.0,18.0,75.0,21.0,Test,118.0
529,8159840,44.0,124.0,97.0,203.0,Control,468.0
530,1672032,16.0,6.0,20.0,78.0,Control,120.0
531,6000156,11.0,13.0,161.0,53.0,Control,238.0
532,7091719,8.0,95.0,39.0,292.0,Test,434.0
533,4519913,7.0,23.0,41.0,93.0,Control,164.0
534,2549650,84.0,11.0,43.0,36.0,Test,174.0
535,6047255,16.0,16.0,116.0,48.0,Control,196.0
536,193305,13.0,69.0,108.0,88.0,Test,278.0
537,7054514,38.0,9.0,233.0,350.0,Test,630.0
538,6707552,6.0,8.0,60.0,25.0,Control,99.0
539,9597768,9.0,93.0,225.0,44.0,Test,371.0
540,2337117,12.0,9.0,38.0,25.0,Test,84.0
541,8603917,40.0,31.0,129.0,113.0,Test,313.0
542,7910879,6.0,28.0,68.0,45.0,Test,147.0
543,2189824,8.0,14.0,59.0,43.0,Test,124.0
544,2346970,44.0,55.0,52.0,124.0,Control,275.0
545,8365988,5.0,43.0,48.0,41.0,Test,137.0
546,2282258,61.0,8.0,68.0,294.0,Test,431.0
547,1557790,10.0,56.0,140.0,60.0,Control,266.0
548,465367,58.0,27.0,26.0,365.0,Control,476.0
549,2129448,37.0,13.0,127.0,377.0,Control,554.0
550,5700388,24.0,8.0,57.0,85.0,Control,174.0
551,6413727,87.0,28.0,155.0,152.0,Test,422.0
552,6104189,6.0,6.0,17.0,35.0,Test,64.0
553,1894800,12.0,44.0,54.0,23.0,Test,133.0
554,861316,46.0,16.0,34.0,141.0,Test,237.0
555,1113707,48.0,66.0,215.0,515.0,Control,844.0
556,6037374,71.0,11.0,72.0,39.0,Test,193.0
557,5662516,32.0,19.0,113.0,35.0,Test,199.0
558,4173645,7.0,19.0,33.0,19.0,Test,78.0
559,9337989,82.0,63.0,644.0,1223.0,Test,2012.0
560,3030826,158.0,99.0,233.0,403.0,Test,893.0
561,2367390,3.0,12.0,76.0,28.0,Test,119.0
562,3879152,27.0,84.0,15.0,91.0,Test,217.0
563,6814823,4.0,15.0,33.0,13.0,Test,65.0
564,9110158,6.0,12.0,60.0,29.0,Test,107.0
565,5638347,163.0,19.0,87.0,894.0,Control,1163.0
566,9086639,49.0,20.0,38.0,86.0,Test,193.0
567,1221967,176.0,24.0,77.0,69.0,Control,346.0
568,1169747,48.0,30.0,127.0,54.0,Test,259.0
569,4934661,14.0,49.0,39.0,327.0,Test,429.0
570,3443827,8.0,7.0,417.0,77.0,Control,509.0
571,7019864,10.0,37.0,28.0,42.0,Control,117.0
572,6433377,10.0,6.0,71.0,114.0,Control,201.0
573,3608206,10.0,17.0,48.0,44.0,Control,119.0
574,1633550,9.0,92.0,131.0,113.0,Test,345.0
575,9902427,12.0,51.0,88.0,62.0,Test,213.0
576,2395006,44.0,59.0,53.0,122.0,Control,278.0
577,5938067,3.0,9.0,62.0,32.0,Test,106.0
578,8170337,36.0,33.0,130.0,102.0,Control,301.0
579,2734383,28.0,15.0,62.0,62.0,Control,167.0
580,6355166,9.0,6.0,49.0,66.0,Control,130.0
581,1087634,8.0,21.0,35.0,139.0,Test,203.0
582,7807666,11.0,22.0,19.0,50.0,Test,102.0
583,201394,91.0,14.0,52.0,66.0,Test,223.0
584,191749,13.0,38.0,97.0,36.0,Control,184.0
585,8315689,35.0,18.0,50.0,55.0,Control,158.0
586,7656799,37.0,14.0,101.0,85.0,Control,237.0
587,1074213,3.0,23.0,85.0,22.0,Test,133.0
588,7816047,26.0,110.0,33.0,402.0,Control,571.0
589,5788539,48.0,14.0,30.0,127.0,Control,219.0
590,7872884,20.0,13.0,173.0,51.0,Control,257.0
591,3145003,22.0,16.0,82.0,99.0,Control,219.0
592,582548,22.0,21.0,214.0,44.0,Test,301.0
593,6045164,119.0,27.0,152.0,676.0,Test,974.0
594,883254,5.0,14.0,9.0,24.0,Test,52.0
595,9106860,4.0,18.0,48.0,45.0,Test,115.0
596,3181054,86.0,32.0,32.0,63.0,Test,213.0
597,8064588,60.0,414.0,411.0,293.0,Control,1178.0
598,9681771,92.0,23.0,84.0,65.0,Control,264.0
599,1507359,10.0,6.0,21.0,46.0,Control,83.0
600,259228,10.0,28.0,116.0,89.0,Test,243.0
601,6560561,11.0,138.0,65.0,29.0,Test,243.0
602,5077676,36.0,67.0,62.0,99.0,Control,264.0
603,545350,9.0,11.0,82.0,34.0,Test,136.0
604,2282698,10.0,21.0,76.0,22.0,Test,129.0
605,9281398,79.0,27.0,144.0,236.0,Control,486.0
606,4823673,7.0,26.0,22.0,18.0,Test,73.0
607,9191139,54.0,18.0,92.0,176.0,Control,340.0
608,6615993,10.0,25.0,99.0,240.0,Test,374.0
609,1649862,7.0,13.0,54.0,41.0,Test,115.0
610,5440001,3.0,52.0,66.0,73.0,Test,194.0
611,8554894,5.0,36.0,64.0,18.0,Test,123.0
612,4744151,53.0,55.0,131.0,80.0,Control,319.0
613,1827406,39.0,115.0,597.0,95.0,Control,846.0
614,1287238,6.0,8.0,149.0,44.0,Test,207.0
615,590121,8.0,49.0,60.0,45.0,Control,162.0
616,179489,16.0,12.0,77.0,75.0,Control,180.0
617,9386447,20.0,8.0,65.0,233.0,Control,326.0
618,6601330,5.0,16.0,105.0,37.0,Test,163.0
619,7417737,14.0,8.0,100.0,76.0,Test,198.0
620,133631,17.0,5.0,56.0,80.0,Control,158.0
621,1548295,27.0,187.0,75.0,72.0,Control,361.0
622,9398460,21.0,42.0,128.0,62.0,Control,253.0
623,3574698,105.0,26.0,76.0,301.0,Control,508.0
624,9573863,15.0,28.0,57.0,144.0,Test,244.0
625,1133006,18.0,21.0,57.0,23.0,Control,119.0
626,2422177,9.0,46.0,147.0,37.0,Control,239.0
627,2038876,12.0,49.0,362.0,23.0,Test,446.0
628,9543769,40.0,107.0,54.0,146.0,Control,347.0
629,3564724,12.0,8.0,52.0,88.0,Control,160.0
630,1709923,38.0,9.0,131.0,133.0,Control,311.0
631,6406288,5.0,20.0,34.0,28.0,Test,87.0
632,7056998,8.0,92.0,98.0,53.0,Control,251.0
633,8024933,15.0,102.0,135.0,40.0,Test,292.0
634,2618189,17.0,13.0,142.0,66.0,Test,238.0
635,5847311,9.0,9.0,73.0,27.0,Test,118.0
636,8713813,18.0,55.0,275.0,97.0,Test,445.0
637,5484704,7.0,16.0,66.0,29.0,Test,118.0
638,2884308,11.0,15.0,87.0,32.0,Test,145.0
639,1110622,15.0,13.0,89.0,62.0,Control,179.0
640,8737107,16.0,7.0,46.0,39.0,Control,108.0
641,4475114,10.0,13.0,77.0,22.0,Test,122.0
642,6336914,17.0,7.0,66.0,112.0,Control,202.0
643,3283879,8.0,22.0,89.0,57.0,Control,176.0
644,9016678,14.0,17.0,42.0,54.0,Test,127.0
645,5079615,11.0,5.0,38.0,26.0,Control,80.0
646,3954324,9.0,38.0,20.0,377879.0,Test,377946.0
647,8163507,9.0,44.0,32.0,123.0,Test,208.0
648,6000981,4.0,34.0,17.0,21.0,Test,76.0
649,6090076,9.0,15.0,43.0,16.0,Test,83.0
650,7343199,16.0,19.0,118.0,181.0,Control,334.0
651,480995,13.0,234.0,207.0,207.0,Test,661.0
652,5013932,4.0,6.0,86.0,57.0,Test,153.0
653,2042144,33.0,40.0,93.0,77.0,Test,243.0
654,3181060,10.0,43.0,39.0,133.0,Control,225.0
655,9256349,17.0,38.0,39.0,102.0,Control,196.0
656,7693596,7.0,19.0,132.0,25.0,Test,183.0
657,1303379,9.0,18.0,32.0,29.0,Control,88.0
658,2500352,9.0,6.0,103.0,71.0,Control,189.0
659,9152586,24.0,14.0,63.0,92.0,Control,193.0
660,6725918,89.0,55.0,60.0,306.0,Control,510.0
661,3476892,9.0,5.0,74.0,300.0,Control,388.0
662,6871269,42.0,13.0,48.0,83.0,Control,186.0
663,5851688,22.0,57.0,44.0,453.0,Control,576.0
664,1195,33.0,98.0,31.0,83.0,Control,245.0
665,1023699,12.0,167.0,99.0,881.0,Test,1159.0
666,7872843,36.0,57.0,35.0,157.0,Test,285.0
667,438959,11.0,64.0,23.0,96.0,Test,194.0
668,9315996,10.0,27.0,180.0,34.0,Test,251.0
669,97424,9.0,38.0,52.0,25.0,Test,124.0
670,734462,11.0,17.0,89.0,187.0,Test,304.0
671,7201571,9.0,24.0,134.0,31.0,Test,198.0
672,1662273,8.0,13.0,18.0,16.0,Test,55.0
673,1958941,82.0,16.0,31.0,25.0,Test,154.0
674,555410,10.0,23.0,77.0,41.0,Test,151.0
675,9709813,25.0,4.0,36.0,67.0,Control,132.0
676,8444793,6.0,11.0,52.0,39.0,Test,108.0
677,9486407,11.0,27.0,45.0,26.0,Test,109.0
678,8783587,22.0,5.0,108.0,38.0,Control,173.0
679,5682006,8.0,15.0,83.0,26.0,Test,132.0
680,5676428,70.0,16.0,65.0,66.0,Test,217.0
681,4257130,34.0,9.0,112.0,57.0,Control,212.0
682,9115136,9.0,82.0,18.0,77.0,Test,186.0
683,8617107,79.0,49.0,54.0,47.0,Test,229.0
684,8715267,52.0,39.0,47.0,222.0,Control,360.0
685,1927544,57.0,59.0,140.0,108.0,Control,364.0
686,7574065,24.0,235.0,171.0,51.0,Control,481.0
687,3252191,12.0,5.0,36.0,29.0,Control,82.0
688,1159819,9.0,8.0,112.0,87.0,Control,216.0
689,4625714,14.0,32.0,54.0,141.0,Control,241.0
690,1698311,42.0,36.0,39.0,145.0,Control,262.0
691,1170325,4.0,9.0,80.0,21.0,Test,114.0
692,9551191,10.0,8.0,127.0,23.0,Test,168.0
693,51814,48.0,23.0,33.0,35.0,Control,139.0
694,6972505,13.0,6.0,26.0,58.0,Control,103.0
695,9034572,13.0,7.0,28.0,83.0,Control,131.0
696,1588483,20.0,8.0,23.0,88.0,Control,139.0
697,5612472,21.0,17.0,77.0,28.0,Test,143.0
698,4179288,40.0,57.0,90.0,279.0,Control,466.0
699,9799728,26.0,5.0,84.0,47.0,Control,162.0
700,9976102,37.0,93.0,286.0,154.0,Control,570.0
701,3451071,13.0,34.0,96.0,37.0,Control,180.0
702,3689957,18.0,42.0,27.0,74.0,Control,161.0
703,7306047,7.0,8.0,74.0,27.0,Control,116.0
704,8579832,11.0,120.0,57.0,28.0,Test,216.0
705,6087384,5.0,32.0,70.0,21.0,Test,128.0
706,9119907,51.0,62.0,88.0,226.0,Control,427.0
707,5945202,6.0,15.0,54.0,105.0,Test,180.0
708,3277329,5.0,23.0,114.0,83.0,Test,225.0
709,1130170,21.0,22.0,87.0,91.0,Control,221.0
710,8596299,10.0,18.0,56.0,127.0,Control,211.0
711,8671792,14.0,48.0,73.0,66.0,Control,201.0
712,2931528,13.0,6.0,16.0,61.0,Control,96.0
713,8365378,10.0,47.0,91.0,65.0,Control,213.0
714,3671973,16.0,12.0,162.0,73.0,Control,263.0
715,382897,10.0,9.0,116.0,95.0,Test,230.0
716,1019589,27.0,45.0,45.0,293.0,Control,410.0
717,5952641,29.0,31.0,25.0,72.0,Control,157.0
718,8687920,15.0,35.0,146.0,48.0,Test,244.0
719,9305815,50.0,8.0,116.0,59.0,Control,233.0
720,868443,217.0,143.0,67.0,128.0,Control,555.0
721,5820328,34.0,145.0,338.0,106.0,Control,623.0
722,2642906,16.0,67.0,34.0,89.0,Test,206.0
723,2914011,9.0,14.0,62.0,54.0,Test,139.0
724,2000326,36.0,10.0,134.0,128.0,Control,308.0
725,8015112,27.0,32.0,31.0,59.0,Control,149.0
726,7245262,7.0,27.0,122.0,39.0,Test,195.0
727,9439343,64.0,81.0,28.0,108.0,Control,281.0
728,1266731,83.0,17.0,76.0,99.0,Control,275.0
729,4699938,72.0,346.0,489.0,618.0,Control,1525.0
730,5117722,32.0,68.0,126.0,64.0,Control,290.0
731,325301,54.0,13.0,151.0,116.0,Control,334.0
732,4352933,3.0,83.0,42.0,93.0,Test,221.0
733,4713503,3.0,14.0,23.0,72.0,Test,112.0
734,3450870,4.0,41.0,29.0,37.0,Control,111.0
735,9781128,4.0,17.0,150.0,63.0,Test,234.0
736,4805558,42.0,13.0,153.0,125.0,Control,333.0
737,4967237,8.0,6.0,61.0,30.0,Control,105.0
738,6618281,22.0,5.0,40.0,58.0,Control,125.0
739,1384451,11.0,5.0,65.0,31.0,Control,112.0
740,193303,24.0,19.0,134.0,71.0,Test,248.0
741,7014572,89.0,50.0,236.0,316.0,Test,691.0
742,672250,3.0,12.0,44.0,17.0,Test,76.0
743,610835,3.0,34.0,36.0,20.0,Test,93.0
744,8062247,10.0,5.0,83.0,43.0,Control,141.0
745,8211265,9.0,54.0,72.0,80.0,Test,215.0
746,2415149,7.0,35.0,175.0,23.0,Test,240.0
747,3556339,572.0,50.0,164.0,147.0,Test,933.0
748,7850280,34.0,57.0,140.0,160.0,Control,391.0
749,1704369,16.0,63.0,88.0,124.0,Control,291.0
750,7395578,8.0,73.0,155.0,63.0,Control,299.0
751,8821670,20.0,32.0,55.0,80.0,Test,187.0
752,8374114,11.0,42.0,87.0,44.0,Control,184.0
753,644419,22.0,18.0,44.0,63.0,Control,147.0
754,2813719,283.0,22.0,112.0,193.0,Control,610.0
755,2846646,83.0,6.0,71.0,75.0,Control,235.0
756,6686652,38.0,47.0,404.0,100.0,Control,589.0
757,9488244,17.0,7.0,50.0,40.0,Control,114.0
758,5552032,12.0,17.0,93.0,35.0,Control,157.0
759,4860123,7.0,9.0,97.0,34.0,Control,147.0
761,4806778,28.0,8.0,67.0,83.0,Control,186.0
762,7350373,18.0,25.0,28.0,45.0,Test,116.0
763,7176508,29.0,5.0,64.0,123.0,Control,221.0
764,4256150,11.0,40.0,131.0,32.0,Test,214.0
765,6967684,5.0,19.0,67.0,145.0,Test,236.0
766,4789802,7.0,122.0,20.0,56.0,Control,205.0
767,8737272,9.0,38.0,66.0,49.0,Control,162.0
768,6744155,13.0,100.0,692.0,187.0,Test,992.0
769,3524186,12.0,7.0,59.0,18.0,Test,96.0
770,3097665,5.0,3.0,41.0,13.0,Test,62.0
771,2973941,167.0,27.0,109.0,45.0,Test,348.0
772,1794890,15.0,11.0,53.0,34.0,Control,113.0
773,6537109,9.0,44.0,93.0,165.0,Control,311.0
774,4646536,8.0,5.0,21.0,33.0,Control,67.0
775,6845169,10.0,24.0,107.0,69.0,Test,210.0
776,1891378,12.0,9.0,166.0,74.0,Control,261.0
777,7992906,17.0,17.0,48.0,53.0,Control,135.0
778,2687189,11.0,7.0,56.0,24.0,Test,98.0
779,2563475,42.0,10.0,39.0,72.0,Test,163.0
780,8516565,55.0,44.0,60.0,50.0,Test,209.0
781,667664,9.0,56.0,93.0,30.0,Test,188.0
782,7718345,5.0,23.0,74.0,21.0,Test,123.0
783,8296643,9.0,11.0,16.0,26.0,Test,62.0
784,4034516,20.0,62.0,133.0,50.0,Control,265.0
785,9648932,7.0,49.0,61.0,30.0,Test,147.0
786,2692181,5.0,24.0,112.0,81.0,Test,222.0
787,5469758,3.0,30.0,51.0,19.0,Test,103.0
788,2581399,7.0,31.0,56.0,138.0,Control,232.0
789,5710170,6.0,11.0,132.0,30.0,Test,179.0
790,6786786,14.0,23.0,37.0,106.0,Test,180.0
791,2838107,11.0,38.0,100.0,58.0,Control,207.0
792,7689327,45.0,16.0,154.0,76.0,Control,291.0
793,3115591,16.0,4.0,55.0,77.0,Control,152.0
794,5665278,10.0,27.0,115.0,44.0,Control,196.0
795,2316975,28.0,6.0,160.0,220.0,Test,414.0
796,9511159,4.0,14.0,108.0,32.0,Test,158.0
797,7263987,6.0,74.0,238.0,51.0,Test,369.0
798,8755578,49.0,47.0,43.0,115.0,Control,254.0
799,2621982,47.0,47.0,137.0,87.0,Control,318.0
800,2949303,4.0,24.0,40.0,48.0,Test,116.0
801,8699444,27.0,44.0,125.0,100.0,Control,296.0
802,1398782,4.0,10.0,35.0,22.0,Test,71.0
803,3794106,12.0,7.0,65.0,41.0,Control,125.0
804,1634020,25.0,74.0,39.0,243.0,Control,381.0
805,4441240,4.0,5.0,11.0,23.0,Control,43.0
806,8837888,14.0,25.0,93.0,62.0,Control,194.0
807,3149390,6.0,4.0,33.0,65.0,Control,108.0
808,8083759,6.0,7.0,51.0,31.0,Control,95.0
809,4246419,16.0,19.0,16.0,72.0,Control,123.0
810,4958726,36.0,39.0,44.0,110.0,Control,229.0
811,6074067,28.0,104.0,121.0,448.0,Test,701.0
812,8569541,7.0,38.0,104.0,319.0,Test,468.0
813,8406972,4.0,155.0,246.0,113.0,Control,518.0
814,490297,21.0,76.0,29.0,56.0,Control,182.0
815,3449388,48.0,13.0,32.0,304.0,Control,397.0
816,537200,11.0,24.0,158.0,52.0,Test,245.0
817,8300335,7.0,9.0,14.0,41.0,Test,71.0
818,1444905,14.0,109.0,44.0,150.0,Test,317.0
819,8747032,5.0,18.0,42.0,26.0,Control,91.0
820,2385269,11.0,38.0,53.0,37.0,Test,139.0
821,9528790,12.0,35.0,142.0,68.0,Control,257.0
822,6452793,4.0,39.0,68.0,17.0,Test,128.0
823,797007,3.0,5.0,50.0,19.0,Test,77.0
824,9011170,3.0,276.0,26.0,40.0,Test,345.0
825,4933730,8.0,18.0,64.0,53.0,Test,143.0
826,6610470,24.0,32.0,91.0,108.0,Control,255.0
827,8102225,4.0,4.0,26.0,26.0,Control,60.0
828,690874,39.0,16.0,95.0,248.0,Control,398.0
829,9700536,15.0,32.0,112.0,174.0,Test,333.0
830,9213240,8.0,43.0,18.0,31.0,Control,100.0
831,2280022,28.0,21.0,62.0,18.0,Test,129.0
832,4947069,16.0,60.0,42.0,78.0,Control,196.0
833,9568973,24.0,52.0,26.0,88.0,Control,190.0
834,4896425,18.0,32.0,54.0,290.0,Test,394.0
835,7914621,4.0,10.0,62.0,19.0,Test,95.0
836,5212205,8.0,41.0,45.0,101.0,Test,195.0
837,6385395,17.0,19.0,107.0,32.0,Test,175.0
838,704508,5.0,5.0,101.0,36.0,Test,147.0
839,8969939,8.0,26.0,74.0,27.0,Test,135.0
840,5657562,85.0,18.0,44.0,73.0,Test,220.0
841,6259405,15.0,21.0,68.0,21.0,Test,125.0
842,7432524,36.0,39.0,43.0,105.0,Control,223.0
843,5811879,4.0,19.0,43.0,40.0,Test,106.0
844,4376165,22.0,35.0,43.0,87.0,Test,187.0
845,1683795,5.0,16.0,138.0,45.0,Test,204.0
846,5974490,5.0,8.0,141.0,16.0,Test,170.0
847,2588535,6.0,43.0,166.0,108.0,Test,323.0
848,9517773,19.0,19.0,88.0,85.0,Test,211.0
849,8380574,5.0,25.0,34.0,24.0,Test,88.0
850,5351642,8.0,344.0,124.0,74.0,Test,550.0
851,3308172,7.0,22.0,42.0,25.0,Test,96.0
852,2974446,8.0,21.0,53.0,226.0,Control,308.0
853,4473543,6.0,32.0,79.0,48.0,Test,165.0
854,4155983,11.0,10.0,116.0,48.0,Control,185.0
855,191373,48.0,11.0,89.0,228.0,Control,376.0
856,3631010,201.0,73.0,207.0,105.0,Test,586.0
857,8734389,11.0,182.0,197.0,467.0,Test,857.0
858,3323753,8.0,4.0,36.0,97.0,Control,145.0
859,8808704,80.0,48.0,52.0,287.0,Control,467.0
860,3278160,55.0,76.0,205.0,433.0,Control,769.0
861,1601364,16.0,28.0,76.0,39.0,Test,159.0
862,9331760,24.0,18.0,69.0,40.0,Control,151.0
863,3038748,23.0,5.0,67.0,84.0,Test,179.0
864,1960752,8.0,94.0,86.0,29.0,Test,217.0
865,1270030,9.0,13.0,74.0,61.0,Control,157.0
866,6639818,28.0,78.0,60.0,38.0,Test,204.0
867,4952168,10.0,32.0,107.0,70.0,Control,219.0
868,4643327,12.0,35.0,69.0,120.0,Test,236.0
869,1897406,8.0,44.0,95.0,53.0,Test,200.0
870,4337125,5.0,17.0,36.0,16.0,Test,74.0
871,5056455,9.0,41.0,311.0,39.0,Test,400.0
872,7425144,5.0,19.0,38.0,15.0,Test,77.0
873,6729043,187.0,50.0,55.0,90.0,Test,382.0
874,2877141,7.0,12.0,86.0,37.0,Test,142.0
875,9801266,18.0,27.0,43.0,117.0,Test,205.0
876,3573345,4.0,72.0,113.0,71.0,Test,260.0
877,4399785,62.0,25.0,69.0,235.0,Test,391.0
878,8310955,30.0,6.0,50.0,182.0,Control,268.0
879,3235641,4.0,47.0,27.0,60.0,Test,138.0
880,7074966,10.0,8.0,76.0,96.0,Test,190.0
881,4174800,18.0,118.0,103.0,298.0,Control,537.0
882,2990600,87.0,104.0,65.0,564.0,Control,820.0
883,1680180,5.0,38.0,82.0,18.0,Test,143.0
884,7536655,14.0,11.0,33.0,386.0,Control,444.0
885,9760675,18.0,13.0,47.0,42.0,Control,120.0
886,5328556,5.0,37.0,42.0,17.0,Test,101.0
887,3767547,6.0,28.0,66.0,105.0,Test,205.0
888,2918665,19.0,15.0,44.0,45.0,Control,123.0
889,3842338,13.0,61.0,119.0,89.0,Control,282.0
890,360872,17.0,8.0,71.0,108.0,Control,204.0
891,5401815,22.0,21.0,37.0,95.0,Control,175.0
892,9648830,14.0,17.0,86.0,54.0,Test,171.0
893,7705056,98.0,67.0,68.0,141.0,Control,374.0
894,1466000,26.0,21.0,217.0,25.0,Test,289.0
895,8538565,36.0,42.0,102.0,83.0,Control,263.0
896,4372327,93.0,44.0,194.0,151.0,Control,482.0
897,8612264,21.0,48.0,33.0,80.0,Test,182.0
898,3617551,14.0,20.0,70.0,83.0,Test,187.0
899,1969696,9.0,5.0,86.0,53.0,Control,153.0
900,5774267,11.0,47.0,51.0,64.0,Test,173.0
901,7506104,66.0,6.0,68.0,73.0,Control,213.0
902,3675237,22.0,55.0,55.0,68.0,Control,200.0
903,1806584,15.0,7.0,83.0,176.0,Control,281.0
904,9683691,4.0,99.0,14.0,257.0,Test,374.0
905,8826775,30.0,39.0,149.0,93.0,Control,311.0
906,1261852,64.0,18.0,113.0,14.0,Test,209.0
907,59152,7.0,18.0,67.0,25.0,Test,117.0
908,7313502,41.0,21.0,40.0,89.0,Test,191.0
909,4604208,9.0,5.0,49.0,31.0,Control,94.0
910,6328967,56.0,49.0,43.0,294.0,Control,442.0
911,2972845,3.0,56.0,69.0,101.0,Test,229.0
912,2610417,25.0,8.0,126.0,66.0,Control,225.0
913,8911940,35.0,50.0,60.0,107.0,Test,252.0
914,5026090,30.0,34.0,73.0,147.0,Test,284.0
915,4876761,5.0,5.0,103.0,28.0,Control,141.0
916,1817013,15.0,23.0,81.0,30.0,Control,149.0
917,744039,16.0,47.0,112.0,194.0,Test,369.0
918,8850142,7.0,5.0,73.0,75.0,Control,160.0
919,9823725,168.0,49.0,68.0,24.0,Test,309.0
920,8945610,48.0,76.0,32.0,275.0,Test,431.0
921,848559,4.0,9.0,63.0,16.0,Test,92.0
922,2976361,15.0,31.0,55.0,36.0,Test,137.0
923,4304665,87.0,19.0,383.0,186.0,Control,675.0
924,4043662,46.0,18.0,69.0,611.0,Control,744.0
925,3956430,8.0,41.0,63.0,20.0,Test,132.0
926,4172424,61.0,48.0,57.0,133.0,Control,299.0
927,427194,38.0,22.0,60.0,99.0,Control,219.0
928,190197,68.0,101.0,61.0,330.0,Control,560.0
929,9289329,25.0,26.0,35.0,138.0,Test,224.0
930,4113740,73.0,22.0,138.0,47.0,Control,280.0
931,4042775,19.0,64.0,151.0,71.0,Control,305.0
932,8009380,5.0,25.0,47.0,19.0,Test,96.0
933,4305708,4.0,21.0,64.0,25.0,Test,114.0
934,6625594,114.0,24.0,21.0,76.0,Test,235.0
935,4515989,17.0,9.0,69.0,63.0,Control,158.0
936,1978167,28.0,64.0,88.0,62.0,Control,242.0
937,8265362,11.0,13.0,66.0,18.0,Test,108.0
938,7249861,3.0,13.0,96.0,28.0,Test,140.0
939,7139068,122.0,59.0,80.0,29.0,Test,290.0
940,3868179,11.0,19.0,73.0,30.0,Test,133.0
941,3449981,5.0,25.0,195.0,62.0,Test,287.0
942,8963150,76.0,25.0,145.0,81.0,Test,327.0
943,3275639,12.0,5.0,74.0,219.0,Control,310.0
944,1913237,5.0,29.0,32.0,45.0,Test,111.0
945,7272223,27.0,5.0,114.0,192.0,Control,338.0
946,4465442,470.0,20.0,298.0,154.0,Test,942.0
947,2065932,9.0,11.0,101.0,22.0,Test,143.0
948,1969515,49.0,78.0,172.0,196.0,Control,495.0
949,2443089,3.0,30.0,56.0,23.0,Test,112.0
950,819839,4.0,11.0,37.0,29.0,Test,81.0
951,4469087,17.0,54.0,34.0,84.0,Control,189.0
952,9073501,28.0,49.0,117.0,31.0,Control,225.0
953,337729,96.0,45.0,167.0,64.0,Control,372.0
954,3426724,9.0,20.0,80.0,79.0,Test,188.0
955,7123285,192.0,73.0,40.0,153.0,Test,458.0
956,4102060,10.0,15.0,64.0,39.0,Test,128.0
957,7865060,17.0,47.0,91.0,58.0,Test,213.0
958,6876030,16.0,25.0,76.0,52.0,Control,169.0
959,7192737,21.0,7.0,64.0,79.0,Control,171.0
960,5668555,60.0,11.0,250.0,242.0,Control,563.0
961,836422,1.0,16.0,80.0,60.0,Test,157.0
962,8554834,16.0,92.0,130.0,232.0,Control,470.0
963,2100717,39.0,8.0,20.0,55.0,Control,122.0
964,2919916,121.0,19.0,40.0,48.0,Test,228.0
